,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV10919,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV10920,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,NA
ASV10921,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,NA
ASV10922,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV10923,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV10924,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,NA
ASV10925,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV10926,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV10927,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,NA
ASV10928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA
ASV10929,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,NA
ASV10930,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV10931,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV10932,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV10933,Bacteria,NA,NA,NA,NA,NA,NA
ASV10934,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,NA
ASV10935,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV10936,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
ASV10937,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA
ASV10938,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV10939,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV10940,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1959-1,NA
ASV10941,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV10942,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV10943,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV10944,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV10945,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV10946,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus Chloroploca,NA
ASV10947,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV10948,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV10949,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,aquatica
ASV10950,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV10951,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV10952,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,NA
ASV10953,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,NA
ASV10954,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV10955,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV10956,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV10957,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV10958,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,NA
ASV10959,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV10960,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter,NA
ASV10961,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,terrae
ASV10962,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
ASV10963,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV10964,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
ASV10965,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV10966,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV10967,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV10968,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV10969,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV10970,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
ASV10971,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,NA
ASV10972,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV10973,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV10974,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV10975,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV10976,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV10977,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV10978,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,NA,NA,NA
ASV10979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
ASV10980,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,NA
ASV10981,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,thiooxydans
ASV10982,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,psychrotolerans
ASV10983,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV10984,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
ASV10985,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV10986,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV10987,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV10988,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus Chloroploca,NA
ASV10989,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
ASV10990,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,NA
ASV10991,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
ASV10992,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV10993,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV10994,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
ASV10995,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV10996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA
ASV10997,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV10998,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV10999,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV11000,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,NA
ASV11001,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,ummariense
ASV11002,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,NA
ASV11003,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA
ASV11004,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11005,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV11006,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11007,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV11008,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV11009,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11010,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus,NA
ASV11011,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV11012,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV11013,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV11014,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,NA
ASV11015,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV11016,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,nitratireducens
ASV11017,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV11018,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV11019,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
ASV11020,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV11021,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
ASV11022,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA
ASV11023,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV11024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV11025,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV11026,Bacteria,FCPU426,NA,NA,NA,NA,NA
ASV11027,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,NA
ASV11028,Bacteria,RCP2-54,NA,NA,NA,NA,NA
ASV11029,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV11030,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV11031,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV11032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV11033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA,NA
ASV11034,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV11035,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV11036,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
ASV11037,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV11038,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV11039,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,NA
ASV11040,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV11041,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV11042,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV11043,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,NA
ASV11044,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV11045,Archaea,Crenarchaeota,Nitrososphaeria,Group 1.1c,NA,NA,NA
ASV11046,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11047,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV11048,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV11049,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV11050,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV11051,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,NA
ASV11052,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV11053,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV11054,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,daechungensis
ASV11055,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV11056,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,FCPS473,NA
ASV11057,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,alginolyticus
ASV11058,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV11059,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
ASV11060,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV11061,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV11062,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV11063,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV11064,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV11065,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA,NA
ASV11066,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM 18997,NA
ASV11067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,NA
ASV11068,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lechevalieria,NA
ASV11069,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV11070,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
ASV11071,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV11072,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
ASV11073,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
ASV11074,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV11075,Bacteria,Chloroflexi,AD3,NA,NA,NA,NA
ASV11076,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,oligomobilis
ASV11077,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV11078,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV11079,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,sancti
ASV11080,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV11081,Bacteria,Myxococcota,NA,NA,NA,NA,NA
ASV11082,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV11083,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,NA
ASV11084,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV11085,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV11086,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV11087,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,muralis
ASV11088,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV11089,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV11090,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
ASV11091,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
ASV11092,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rudaea,NA
ASV11093,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA
ASV11094,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,NA
ASV11095,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
ASV11096,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,NA
ASV11097,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV11098,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,NA
ASV11099,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV11100,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus Chloroploca,NA
ASV11101,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
ASV11102,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV11103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV11104,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV11105,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV11106,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,NA
ASV11108,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11109,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
ASV11110,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV11111,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV11112,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV11113,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,NA
ASV11114,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV11115,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
ASV11116,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV11117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,NA,NA
ASV11118,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
ASV11119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,NA
ASV11120,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV11121,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV11122,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV11123,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,asteroides
ASV11124,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Alterococcus,NA
ASV11125,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrio,NA
ASV11126,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV11127,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,NA,NA
ASV11128,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV11129,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV11130,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV11131,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV11132,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV11133,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
ASV11134,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV11135,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV11136,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,ananatis
ASV11137,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
ASV11138,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
ASV11139,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV11140,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV11141,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV11142,Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,NA
ASV11143,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV11144,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11145,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,NA
ASV11146,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV11147,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV11148,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV11149,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,NA
ASV11150,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV11151,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV11152,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA
ASV11153,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV11154,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
ASV11155,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV11156,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,oculi
ASV11157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
ASV11158,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV11159,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA
ASV11160,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV11161,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV11162,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,NA
ASV11163,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA,NA
ASV11164,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV11165,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV11166,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV11167,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV11168,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV11169,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV11170,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,aquatica
ASV11171,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,NA
ASV11172,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASV11173,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV11174,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV11175,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV11176,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
ASV11177,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV11178,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
ASV11179,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV11180,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
